M,tempscreacio,tempsbocom,tempsdolcom,compbo,compdol
805,8.3e-05,1.05663e-06,8.70804e-07,1.60322,1.25331
806,8.3e-05,1.11812e-06,8.8708e-07,1.64987,1.23194
807,8.3e-05,1.07185e-06,9.20651e-07,1.5769,1.2706
808,8.3e-05,1.0701e-06,8.19939e-07,1.60521,1.2645
809,8.3e-05,1.18835e-06,9.7762e-07,1.64475,1.20549
810,8.5e-05,1.24186e-06,9.31841e-07,1.61893,1.24924
811,8.7e-05,1.12174e-06,9.30824e-07,1.66995,1.24924
812,9.5e-05,1.29737e-06,1.15666e-06,1.62679,1.25432
813,0.000254,1.14931e-06,9.45066e-07,1.5779,1.16073
814,0.00014,1.26955e-06,1.12818e-06,1.61095,1.23398
815,0.000157,1.47948e-06,1.1353e-06,1.62305,1.24313
816,0.000129,1.52301e-06,1.20041e-06,1.60808,1.30315
817,8.7e-05,1.41138e-06,1.13937e-06,1.59785,1.30926
818,8.6e-05,1.70301e-06,1.18006e-06,1.58725,1.24415
819,0.000189,1.25209e-06,1.01322e-06,1.62779,1.20142
820,8.6e-05,1.09592e-06,8.81994e-07,1.61357,1.18718
821,8.5e-05,1.45478e-06,1.16582e-06,1.65723,1.2472
822,8.7e-05,1.77435e-06,1.51068e-06,1.60309,1.2411
823,0.000111,2.0232e-06,1.03561e-06,1.64451,1.24822
824,8.6e-05,1.07122e-06,8.43337e-07,1.62268,1.20956
825,8.6e-05,1.09654e-06,9.01322e-07,1.64176,1.18311
826,8.6e-05,1.06274e-06,8.28077e-07,1.60471,1.2767
827,8.5e-05,1.07434e-06,8.88098e-07,1.59985,1.24822
828,0.000107,1.08582e-06,8.86063e-07,1.67793,1.294
829,8.3e-05,1.0963e-06,8.19939e-07,1.61981,1.19125
830,8.3e-05,1.02046e-06,8.83011e-07,1.56006,1.2177
831,8.2e-05,1.09118e-06,8.62665e-07,1.57827,1.19634
832,8.5e-05,1.10565e-06,9.72533e-07,1.60733,1.26755
833,9.8e-05,1.10453e-06,8.68769e-07,1.64101,1.20041
834,8.6e-05,1.08894e-06,8.56562e-07,1.57852,1.17294
835,0.000275,1.10266e-06,8.76907e-07,1.61133,1.15972
836,8.7e-05,1.03156e-06,8.28077e-07,1.55969,1.17803
837,8.7e-05,1.05526e-06,8.57579e-07,1.58813,1.24822
838,8.6e-05,1.05214e-06,8.48423e-07,1.60721,1.18006
839,8.3e-05,1.04166e-06,8.36216e-07,1.55732,1.23703
840,8.2e-05,1.09929e-06,9.19634e-07,1.57727,1.21261
841,8.3e-05,1.13696e-06,9.50153e-07,1.61968,1.20244
842,8.2e-05,1.06411e-06,8.62665e-07,1.61195,1.1943
843,8.3e-05,1.03318e-06,8.55544e-07,1.59623,1.21465
844,0.000125,1.03929e-06,8.9115e-07,1.55582,1.20753
845,8.5e-05,1.06586e-06,8.39268e-07,1.5905,1.20041
846,8.5e-05,1.05675e-06,8.68769e-07,1.56904,1.18718
847,8.5e-05,1.02719e-06,8.97253e-07,1.56156,1.26246
848,8.5e-05,1.09592e-06,7.97558e-07,1.62093,1.12614
849,8.2e-05,1.07035e-06,8.07731e-07,1.63253,1.14852
850,8.2e-05,1.06162e-06,8.30112e-07,1.57877,1.20142
851,9.2e-05,1.03505e-06,8.71821e-07,1.55607,1.17803
852,8.3e-05,1.04977e-06,9.3998e-07,1.57777,1.19023
853,8.2e-05,1.04391e-06,9.32859e-07,1.55869,1.22889
854,8.2e-05,1.04129e-06,8.42319e-07,1.57515,1.14344
855,8.2e-05,1.07272e-06,8.56562e-07,1.56031,1.17497
856,8.2e-05,1.13883e-06,8.86063e-07,1.59561,1.20753
857,8.5e-05,1.14008e-06,9.01322e-07,1.58401,1.17192
858,8.3e-05,1.06199e-06,8.55544e-07,1.59898,1.21567
859,0.000108,1.04952e-06,8.13835e-07,1.53624,1.19023
860,8.4e-05,1.06761e-06,8.2706e-07,1.56792,1.17091
861,8.2e-05,1.07671e-06,8.42319e-07,1.55532,1.15158
862,8.3e-05,1.05875e-06,8.02645e-07,1.57827,1.12818
863,8.3e-05,1.05912e-06,7.87386e-07,1.57116,1.13937
864,8.3e-05,1.04016e-06,8.42319e-07,1.56941,1.15666
865,8.3e-05,1.01709e-06,8.57579e-07,1.53087,1.19939
866,8.2e-05,1.04004e-06,7.91455e-07,1.57228,1.17599
867,8.6e-05,1.05401e-06,8.03662e-07,1.57727,1.14852
868,8.2e-05,1.04915e-06,8.24008e-07,1.57939,1.20346
869,8.3e-05,1.03518e-06,7.91455e-07,1.56255,1.11902
870,8.3e-05,1.09916e-06,8.07731e-07,1.60309,1.16582
871,8.3e-05,1.05002e-06,7.5178e-07,1.56492,1.09969
872,8.5e-05,1.10341e-06,8.63683e-07,1.56567,1.15463
873,8.3e-05,1.0489e-06,8.16887e-07,1.53661,1.14344
874,8.3e-05,1.03231e-06,8.01628e-07,1.58912,1.11089
875,8.3e-05,1.06598e-06,8.67752e-07,1.62343,1.13835
876,0.000153,1.02931e-06,8.0468e-07,1.52601,1.1119
877,8.6e-05,1.04341e-06,8.44354e-07,1.57353,1.11902
878,8.6e-05,1.03842e-06,8.44354e-07,1.55432,1.14446
879,8.6e-05,1.05513e-06,7.95524e-07,1.589,1.13733
880,8.3e-05,1.03443e-06,8.55544e-07,1.5542,1.16887
881,8.3e-05,1.14918e-06,9.25738e-07,1.5653,1.19837
882,8.2e-05,1.01659e-06,8.50458e-07,1.54621,1.15056
883,8.6e-05,1.10178e-06,8.14852e-07,1.63877,1.16582
884,0.000149,1.16665e-06,9.06409e-07,1.57415,1.14954
885,8.5e-05,1.41749e-06,8.66734e-07,1.51503,1.14649
886,8.5e-05,1.71099e-06,7.82299e-07,1.60147,1.09563
887,9.4e-05,1.04777e-06,9.01322e-07,1.52538,1.14751
888,9.9e-05,1.07222e-06,8.01628e-07,1.55744,1.13428
889,8.3e-05,1.08307e-06,8.06714e-07,1.57515,1.09969
890,0.000142,1.55457e-06,9.12513e-07,1.54185,1.15666
891,8.5e-05,1.31645e-06,9.7762e-07,1.56854,1.09156
892,0.000103,1.28851e-06,9.19634e-07,1.52688,1.11801
893,9.2e-05,1.02495e-06,8.42319e-07,1.5406,1.1353
894,9.5e-05,1.14956e-06,8.71821e-07,1.5391,1.10275
895,8.3e-05,1.08482e-06,8.45371e-07,1.57465,1.12614
896,8.3e-05,1.02382e-06,7.86368e-07,1.53811,1.15972
897,0.00012,1.05239e-06,8.4944e-07,1.56318,1.14344
898,9.6e-05,1.03755e-06,8.51475e-07,1.55021,1.13021
899,8.5e-05,1.03779e-06,8.55544e-07,1.52838,1.13733
900,8.7e-05,1.05314e-06,8.73856e-07,1.54322,1.15666
901,8.6e-05,1.04204e-06,7.82299e-07,1.53037,1.09257
902,8.5e-05,1.31758e-06,9.80671e-07,1.64313,1.09257
903,8.6e-05,1.70326e-06,9.52187e-07,1.55944,1.14852
904,0.000142,1.33753e-06,9.6236e-07,1.53287,1.00814
905,8.6e-05,1.08856e-06,8.32146e-07,1.52276,1.07731
906,8.6e-05,1.14569e-06,8.93184e-07,1.59586,1.12818
907,0.00014,1.62829e-06,1.14649e-06,1.60235,1.03459
908,0.000149,1.3167e-06,1.0061e-06,1.55008,1.07121
909,0.000126,1.19908e-06,8.66734e-07,1.59885,1.03459
910,8.6e-05,1.07222e-06,8.03662e-07,1.56368,1.06511
911,8.6e-05,1.08869e-06,8.56562e-07,1.56293,1.13021
912,0.000132,1.12823e-06,8.03662e-07,1.5663,1.07019
913,8.2e-05,1.03767e-06,7.93489e-07,1.52526,1.04578
914,8.3e-05,1.10191e-06,8.14852e-07,1.56505,1.06918
915,8.6e-05,1.07409e-06,7.99593e-07,1.49046,1.03052
916,8.5e-05,1.06586e-06,8.31129e-07,1.55757,1.12106
917,8.3e-05,1.02046e-06,8.34181e-07,1.5179,1.06104
918,0.000112,1.05339e-06,8.57579e-07,1.55831,1.12208
919,9.2e-05,1.119e-06,7.52798e-07,1.61095,1.07833
920,8.3e-05,1.03917e-06,7.7823e-07,1.54322,1.11089
921,8.6e-05,1.19172e-06,8.14852e-07,1.55382,1.07223
922,8.7e-05,1.09842e-06,8.84028e-07,1.51877,1.08037
923,9.9e-05,1.04578e-06,8.21974e-07,1.50805,1.09868
924,0.000114,1.05351e-06,8.12818e-07,1.52364,1.07935
925,8.3e-05,1.08806e-06,8.29095e-07,1.58376,1.08037
926,8.3e-05,1.09168e-06,8.17904e-07,1.52189,1.07731
927,9.8e-05,1.07783e-06,8.37233e-07,1.57029,1.10885
928,0.00014,1.08357e-06,8.32146e-07,1.50892,1.03866
929,0.000116,1.08906e-06,8.09766e-07,1.57079,1.07833
930,9.4e-05,1.09505e-06,8.73856e-07,1.52301,1.05493
931,0.00013,1.824e-06,1.48525e-06,1.53923,1.08749
932,0.00045,2.21854e-06,1.79756e-06,1.49495,1.07426
933,0.000243,2.11014e-06,1.66938e-06,1.53524,1.03967
934,9.5e-05,1.98017e-06,1.70397e-06,1.57116,1.06816
935,8.6e-05,1.93402e-06,1.63581e-06,1.50742,1.04781
936,0.000141,1.32269e-06,9.65412e-07,1.53998,1.09359
937,8.6e-05,1.05077e-06,8.47406e-07,1.52888,1.07528
938,0.000101,1.02831e-06,8.36216e-07,1.52289,1.05697
939,8.3e-05,1.01559e-06,7.99593e-07,1.54335,1.0234
940,8.3e-05,1.01809e-06,7.20244e-07,1.51827,1.00916
941,8.3e-05,1.10465e-06,8.54527e-07,1.55158,1.05595
942,8.3e-05,1.03942e-06,7.60936e-07,1.58825,1.04985
943,9.2e-05,1.03592e-06,8.83011e-07,1.54172,1.01221
944,8.3e-05,1.03156e-06,8.09766e-07,1.4962,1.03967
945,0.000124,1.0565e-06,7.68057e-07,1.52701,1.0529
946,8.3e-05,1.03093e-06,8.12818e-07,1.55707,1.07833
947,8.6e-05,1.31857e-06,9.36928e-07,1.58713,1.08342
948,8.7e-05,1.25384e-06,9.06409e-07,1.50268,1.04069
949,0.000124,1.26593e-06,8.80977e-07,1.55856,1.04476
950,8.3e-05,1.00025e-06,8.21974e-07,1.50056,1.05697
951,8.5e-05,1.05626e-06,7.88403e-07,1.529,1.10173
952,8.4e-05,1.01397e-06,7.94507e-07,1.54721,1.09054
953,8.3e-05,1.02482e-06,7.73143e-07,1.53811,1.08952
954,8.3e-05,9.86279e-07,7.61953e-07,1.46988,1.01526
955,8.3e-05,1.10266e-06,7.82299e-07,1.57765,1.02747
956,8.3e-05,9.74429e-07,8.3825e-07,1.48734,1.04578
957,8.3e-05,9.84283e-07,7.41607e-07,1.52189,1.05595
958,0.000166,9.92142e-07,7.35504e-07,1.48759,1.03662
959,9.4e-05,1.02245e-06,7.70092e-07,1.52152,1.02035
960,9.5e-05,9.94761e-07,7.42625e-07,1.5194,1.0468
961,8.3e-05,1.32007e-06,9.32859e-07,1.51453,1.11292
962,8.6e-05,1.2592e-06,9.68464e-07,1.51565,1.07223
963,0.000139,1.32805e-06,9.46083e-07,1.51254,1.02035
964,0.000104,1.00873e-06,7.69074e-07,1.5038,1.04273
965,8.5e-05,1.37183e-06,1.02442e-06,1.49545,1.06307
966,8.6e-05,1.06199e-06,8.84028e-07,1.53549,1.05799
967,8.7e-05,1.24149e-06,8.44354e-07,1.50792,1.03255
968,0.000275,1.45316e-06,1.15158e-06,1.52401,1.06816
969,0.000144,1.7393e-06,1.27162e-06,1.4962,1.05595
970,0.000185,1.86254e-06,1.21058e-06,1.51091,1.01424
971,0.000143,1.68779e-06,1.2472e-06,1.51466,1.03459
972,0.00014,1.47848e-06,1.14344e-06,1.53399,1.05493
973,8.7e-05,1.60185e-06,1.22889e-06,1.52039,1.03764
974,0.000137,2.02033e-06,1.50661e-06,1.47125,0.945066
975,0.000138,3.55607e-06,3.07731e-06,1.55058,0.990844
976,0.001018,1.89485e-06,1.0529e-06,1.53399,0.97762
977,0.000152,1.93165e-06,1.33672e-06,1.54958,1.03154
978,0.000155,2.07309e-06,1.18515e-06,1.51466,1.01628
979,0.00015,2.01297e-06,1.25127e-06,1.48335,1.02442
980,0.000194,1.57515e-06,9.96948e-07,1.49595,1.01729
981,0.000163,2.14669e-06,1.22279e-06,1.4811,1.03255
982,8.6e-05,1.32431e-06,9.78637e-07,1.52663,1.03866
983,8.7e-05,1.06848e-06,7.66022e-07,1.51241,0.968464
984,8.6e-05,1.19808e-06,9.14547e-07,1.53848,1.01424
985,8.6e-05,1.02669e-06,7.77213e-07,1.47013,1.02238
986,8.6e-05,1.11101e-06,7.55849e-07,1.52888,1.02136
987,8.3e-05,1.13097e-06,8.51475e-07,1.51628,0.960326
988,8.7e-05,1.07971e-06,8.36216e-07,1.54796,0.980671
989,0.000125,1.04391e-06,7.46694e-07,1.56093,0.98881
990,8.6e-05,1.04703e-06,7.98576e-07,1.50193,1.03357
991,8.6e-05,1.04154e-06,7.61953e-07,1.52725,0.980671
992,8.6e-05,1.04316e-06,8.25025e-07,1.51141,0.990844
993,8.3e-05,1.03692e-06,7.53815e-07,1.55158,1.02645
994,8.2e-05,1.0948e-06,8.08749e-07,1.52925,1.01119
995,8.3e-05,1.01834e-06,7.48728e-07,1.49919,1.00814
996,9.8e-05,1.06212e-06,8.01628e-07,1.49146,1.04171
997,8.6e-05,1.08482e-06,8.19939e-07,1.50243,1.02442
998,8.7e-05,1.07447e-06,8.50458e-07,1.46339,1.00203
999,8.6e-05,1.04366e-06,7.92472e-07,1.53935,1.00203
1000,8.5e-05,1.07122e-06,8.34181e-07,1.5189,1.03052

